Complexity,Loss,Equation
1,530.3299,"84.97227"
3,116.381714,"v_b + 29.411732"
4,94.846504,"v_b * 1.5158389"
5,94.84649,"v_b / 0.65970695"
6,43.68307,"(v_b + r) * 1.4613893"
8,15.772842,"(r + (r + v_b)) * 1.407132"
11,6.57254,"(v_b * 0.34989485) + ((r * 4.1507754) + v_b)"
16,1.6766087,"(log(g_bar) * r) + (v_b + (g_bar * 0.006569738))"
19,0.93485594,"(log(g_bar) * r) + (v_b + (sqrt(g_bar) * 0.31293175))"
